TeamNum,TeamName,TeamCountry,TeamCity
1961,GreenvilleSeniorHigh,USA,Greenville
1962,Zilch,USA,Boston
1963,PSC Robotics,Kingdom,Winchester
1965,Firebirds,USA,Cambridge
1966,Knights,USA,Missoula
1967,The Janksters,USA,San Jose
1970,Bulldogs,USA,Menlo Park
1972,Searing Engineering,USA,El Centro
1973,Burning Tiger   #1973,USA,Boston
1974,Weber Tech,USA,Stockton
1975,Team QUEEN,USA,Millton
1976,The Missing Lynx,USA,Eden
1977,The PowerSquids,USA,Loveland
1978,Bulldogs,USA,Phoenix
1980,The Brigade,USA,Aberdeen
1981,The Gearheads,USA,Independence
1982,Cougar Robotics,USA,Shawnee
1983,Skunk Works Robotics,USA,Seattle
1984,Raider Robotics,USA,Overland Park
1985,Robohawks,USA,Florissant
1986,Team Titanium,USA,Lees Summit
1987,Broncobots,USA,Lees Summit
1988,The Sweetie Pies,USA,Wales
1989,Viking Robotics,USA,Vernon
1990,Colts,USA,Lodi
1991,The Dragons,USA,Hartford
1992,Raytown South Robocards,USA,Raytown
1994,Quixote,USA,Kansas City
1995,Fatal Error,USA,Bangor
1996,Wildcat Robotics,USA,Blue Springs
1997,STAGROBOTICS,USA,Roeland Park
1998,Robodogz,USA,Dearborn Heights
1999,O.U.T.E.R L.I.M.I.T.,USA,Fort Walton Beach
2000,TEAM ROCK,USA,Dorr
2001,HERMES,USA,Kansas City
2002,Tualatin Robotics,USA,Tualatin
2004,Thunderducks,USA,Tulsa
2005,Aerobotechs,USA,Kansas City
2007,Robots of the Round Table,USA,Duluth
2008,VTEC,USA,Kansas City
2009,Robo-Titans,USA,Roxbury
2010,The Lightning Bots,USA,Warren
2011,SMH Robotics,USA,Independence
2012,@ Zenith,USA,North Kansas City
2013,Cybergnomes,Canada,New Lowell
2014,Spartans,USA,St. Louis
2015,Static shock,USA,Holland
2016,Mighty Monkey Wrenches,USA,Ewing
2017,Trojans,Canada,Etobicoke
2019,Robo Runners,USA,El Cajon
2021,F.A.R. ,USA,Fredericksburg
2022,Titan Robotics,USA,Aurora
2023,PiraTech,USA,Melbourne
2024,Warrior Pride,USA,Hilo
2025,Aztecs,USA,Barstow
2026,Senai,Brazil,Porto Alegre
2027,Robotic Dragons,USA,Old Westbury
2028,Phantom Robotics,USA,Hampton
2029,Neo-Tech Robotics,USA,Ramona
2030,RoboTigers,USA,Kansas City
2031,Brainy-Actz,USA,Columbus
2032,Funky Monkeys,USA,San Diego
2033,Eagles,USA,Chicago
2034,IncrediBULLS,USA,North Las Vegas
2035,The Rockin' Bots,USA,Carmel
2036,Boulder Valley Black Knights,USA,Boulder
2037,Oranje Lions,Netherlands,Brunssum
2038,Sky Bandits,USA,Griffin
2039,Rockford Robotics,USA,Rockford
2040,DERT - Dunlap Eagles Robotics Team,USA,Dunlap
2041,(RC)2,USA,Chicago
2042,Robo-trees,USA,Santa Clarita
2043,Frequency 2043,USA,Roxbury
2044,Big Red Robotics,USA,Papillion
2045,Robo-Techs,USA,Oklahoma City
2046,Bear Metal,USA,Maple Valley
2047,Team Challenger,USA,Chicago
2048,The Pink Panthers,USA,Detroit
2049,Sartech,Brazil,Gravataí
2050,SEB,USA,Detroit
2051,The Beattie Bulldogs,USA,Allison Park
2052,KnightKrawler,USA,New Brighton
2053,Southern Tier Robotics,USA,Vestal
2054,Tech Vikes,USA,Hopkins
2055,RoboForce,USA,Cary
2056,OP Robotics,Canada,Stoney Creek
2057,AV CyberBulls,USA,Las Vegas
2059,The Hitchhikers,USA,Apex
2060,ECHS Robotics,USA,Tulsa
2061,Pioneers,USA,N Las Vegas
2062,CORE 2062,USA,Waukesha
2063,Green Machine,USA,Turlock
2064,The Panther Project,USA,Southbury / Middlebury
2065,The Lions,USA,Holly Springs
2066,PFTB of Doom,USA,El Centro
2067,Apple Pi,USA,Guilford
2068,Metal Jackets,USA,Manassas
2069,Black Widow,USA,Las Vegas
2070,Royals,USA,Ridgefield
2071,Autonomous Eagles,USA,Arimo
2072,Carver RoboTechs,USA,Houston
2073,EagleForce,USA,Elk Grove
2074,Robohoundz,USA,Portsmouth
2075,Enigma Robotics,USA,Grand Rapids
2076, Scots,Canada,Toronto
2077,Laser Robotics,USA,Wales
2078,Robotic Wolves,USA,Covington
2079,4H ALARM Robotics,USA,Franklin
2080,Torbotics,USA,Hammond
2081,Icarus,USA,Peoria
2083,Team Blitz,USA,Conifer
2084,Robots by the C,USA,Manchester
2085,RoboDogs,USA,Vacaville
2087,BFG (Building Future Generations),USA,Canby
2089,IO,Brazil,Lajeado
2090,Buff 'n Blue,USA,Honolulu
2091,Olympians,USA,New Orleans
2092,Beaufort Robotics ,USA,Beaufort
2093,Bowtie Brigade,USA,Portland
2095,Direct Current,USA,Newtown Square
2096,RoboActive,Israel,Dimona
2097,Phoenix Force Robotics,USA,Tukwila
2098,Bulldogs,USA,Atlanta
2099,Blue on Blue,USA,Jamaica Plain
2100,M Squared,USA,Port St. Lucie
2102,Team Paradox,USA,Encinitas
2103,Fisherman,USA,Gloucester
2104,The Colonels,USA,Worcester
2105,University Park,USA,Worcester
2106,The Junkyard Dogs,USA,Goochland
2107,Angry Bots,USA,Norfolk
2108,Team Awkward Turtle,USA,Cary
2109,Knight Vision,USA,Kansas City
2110,CHS,USA,Charlestown
2111,Eagles,USA,Gilbert
2112,PHP Robo Warriors,USA,Pembroke Twnshp
2115,Nightmares,USA,Mundelein
2116,Rock County Robotics,USA,Stoughton
2117,The West Georgia Wolvotics,USA,Carrollton
2119,SCAR (Sequoyah Computer Animation and Robotics),USA,Canton
2120,doncaster ,Kingdom,doncaster
2121,Mecha Clerks,USA,Washington
2122,Team Tators,USA,Boise
2124,X-Factor,USA,Hyde Park
2125,Urban Science,USA,West Roxbury
2126,BCLA,USA,Brighton
2127,JQUS,USA,Boston
2128,SciTech,USA,Laveen
2129,Ultraviolet,USA,Minneapolis
2130,Alpha+,USA,Bonners Ferry
2132,Mustangs,USA,Baltimore
2133,H.E.A.T.,USA,Hohenwald
2134,Aztecs,USA,Tempe
2135,Presentation Invasion,USA,San Jose
2136,Impossible Mission Force,USA,Chicago
2137,The Oxford RoboCats,USA,Oxford
2139,Road Runners,USA,Las Vegas
2140,Team Synergy,USA,Pemberton
2141,Spartronics,USA,Concord
2142,Lakeview,USA,Laleview
2143,Team Tobor,USA,Eau Claire
2144,Gators,USA,Atherton
2145,HAZMATS,USA,Linden
2147,CHUCK,USA,Spokane
2148,Mechaknights,USA,Spokane
2149,CV Bearbots,USA,Veradale
2150,W-Squared,USA,Palos Verdes Peninsula
2151,PMSA Monty Pythons,USA,Forest Park
2152,S*M*A*S*H,USA,Port Orange
2153,Chassell Robotics,USA,Chassell
2154,AzTechs,USA,Calexico
2156,Wire Freaks,USA,Sacramento
2157,Apollo ,USA,Houston
2158,the ausTIN CANs,USA,Austin
2159,RoboPirates,USA,San Leandro
2161,Robocats,USA,Huntington Station
2162,MacAttacks,USA,Boston
2163,ChromePanthers,USA,Lapeer
2164,The Core,USA,Harrisonville
2165,BisonBots,USA,Bartlesville
2166,Bluebotics,Canada,Oakville
2167,Radical Tech,USA,Maryville
2168,Aluminum Falcons,USA,Groton
2169,KING TeC,USA,Savage
2170,Galvanized Guardians,USA,Glastonbury
2171,RoboDogs,USA,Crown Point
2172,Steel Unit-E,USA,Lakewood
2173,Robo Rocks,USA,Bay St. Louis
2174,Iron Eagles,USA,Watts
2175,The Fighting Calculators,USA,Woodbury
2176,MAD SCIENTIST ASSOCIATION,USA,Starkville
2177,The Robettes,USA,Mendota Heights
2178,RioBotics,USA,Oxnard
2180,Zero Gravity,USA,Hamilton
2181,GEARS,USA,Blaine
2182,Tyborgs,USA,Slidell
2183,Tigerbots,USA,Boutte
2184,Team Injun Ingenuity,USA,Whiteriver
2185,RAMAZOIDZ,Canada,Toronto
2186,Dogs of Steel,USA,Chantilly
2187,Team Volt,USA,Conway
2188,Critical Mass,USA,Belding
2189,woodland Robotics,USA,Woodland
2190,Team Hero,USA,Petal
2191,Flux Core,USA,Hamilton
2192,YAK Attack,USA,Newport
2193,EPIC Robotics,USA,Chula Vista
2194,Fondy Fire,USA,Fond du Lac
2196,Béésh Bá'áh Alchini,USA,Shiprock
2197,Las Pumas,USA,New Carlisle
2198,Paradigm Shift Robotics,Canada,Toronto
2199,Robo-Lions,USA,Finksburg
2200,BCR Blackout,Canada,Burlington
2201,TGM,USA,Grandview
2202,BEAST Robotics,USA,Brookfield
2203,Cyber-Eagles,USA,Bronx
2204,Rambots,USA,Hayward
2205,Juggernauts,USA,Mount Vernon
2206,Ehret Patriots,USA,Marrero
2207,Bright Bears,USA,White Bear Lake
2208,Makif Dalet,Israel,Ashdod
2209,Rabin HS,Israel,Beer Sheva
2210,Yarka High School,Israel,Yarka
2211,Ort IAI,Israel,Lod
2212,The Spikes,Israel,Lod
2213,AXIOM,Israel,Nahariya
2214,ASSIT,Israel,Yemin Orde
2215, Akkoleon,Israel,Akko
2216,robodim,Israel,Dimona
2217,Kiryat Motzkin,Israel,Kiryat Motzkin
2219,Megahurts,USA,Carbondale
2220,Blue Twilight,USA,Eagan
2221,FHS Robodawgs,USA,Mandeville
2222,Abes,USA,Tacoma
2223,B-ROC,USA,Philadelphia
2224,RoboPhoenix,USA,Detroit
2225,Rebel Robotics,USA,Champlin
2226,Bronco's,USA,Blanding
2227,Tigers,USA,Fridley
2228,CougarTech,USA,Honeoye Falls
2229,ROBOSHOP,USA,Plymouth Meeting
2230,General Angels,Israel,Herzliya
2231,OnyxTronix,Israel,Shoham
2232,Deus ex Machina,USA,Anoka
2234,Alternating Current,USA,Newtown Square
2235,Abraxas Metal Heads,USA,Poway
2236,Genese Team,Brazil,Sao Paulo
2237,The Junkyard Robo's,USA,Beckley
2239,Technocrats,USA,Hopkins
2240,Brute Force,USA,Denver
2241,SWAT team,USA,Coon Rapids
2242,Cyber Claw,USA,New Orleans
2243,BRATECC,Brazil,Campinas
2244,The Chips,Brazil,Osasco
2245,PANTHERS,USA,Frankfort
2246,The Army of Sum,USA,Johannesburg
2247,FB HT,Brazil,Gravataí
2249,KISS,USA,Billings
2250,Lancerbotics,USA,Denver
2251,Hawks,USA,Bozeman
2252,The Mavericks,USA,Milan
2254,Twisted Transistors,Canada,Mississauga
2257,Afula High School,Israel,Afula
2259,1/4 Twenties,USA,Denver
2260,Transformers,USA,Edwards
2261,Casa Robotics,USA,Longmont
2262,Robo-Panthers,USA,Holliston
2264,Trojan Robotics,USA,Minneapolis
2265,Fe Maidens,USA,Bronx
2266,Colegio Sacramentinas,Brazil,Salvador
2269,Dragons,USA,Lindale
2272,Metalheads,USA,Thousand Oaks
2273,The Mechanix Coalition,Canada,Surrey
2274,Fuego,USA,Bronx
2275,Bello Bots,USA,Denver
2276,STARS of Cypress ,USA,Cypress
2278,AVENGING PLUTO,USA,Orlando
2279,The Butlers,USA,Butler
2280,YWCA DELTA F.O.R.C.E.,USA,Pittsburgh
2283,Panteras,Mexico,Mexico City
2285,Irvington Blue Knights 4-H,USA,Irvington
2287,RoboTech Pirates,USA,Sinton
2288,Hydra Robotics,USA,Vacaville
2290,FLYT,USA,Rockford
2330,F-Tech,USA,Fletcher
2332,Team Lucky,USA,Fairview
2333,Sapulpa Robotics Team,USA,Sapulpa
2334,Blue Valley CAPS Robotics,USA,Stilwell
2335,Sargon,USA,Prairie Village
2336,Titan Crusaders,USA,Midlothian
2337,EngiNERDs,USA,Grand Blanc
2338,Gear It Forward,USA,Oswego
2339,Robolopes,USA,Lancaster
2340,Mercy Robotics-Xcentrics,USA,Rochester
2341,Sprockets,USA,Shawnee
2342,Team Phoenix,USA,Nashua
2343,Technohorns,USA,Inola
2344,The Saunders Droid Factory,USA,Yonkers
2345,Kearnage,USA,Kearney
2346,Cel-Techs,USA,Kansas City
2347,Trial and Error,USA,Copiague
2348,Mechahunes,USA,Honolulu
2349,Hurriquake,USA,Wayland
2350,Region 1 Robotics,USA,Columbus
2352,Metal Mayhem,USA,Ada
2353,The Legion,USA,Kansas City
2354,Red River Robotics,USA,Duncan
2357,System Meltdown,USA,Peculiar
2358,Bearbotics,USA,Lake Zurich
2359,RoboLobos,USA,Edmond
2360,Tech Titan's POWER-Storm,USA,Indianapolis
2361,PACE Invaders,Canada,Richmond Hill
2362,Olympic Robotics,USA,Charlotte
2363,Triple Helix Robotics,USA,Newport News
2364,Oregon RoboHawks,USA,Oregon
2365,Lions,USA,Phoenix
2366,Tesla Robotics,USA,Independence
2367,Lancer Robotics,USA,Mountain View
2368,South Robotics,USA,Terre Haute
2369,Maximus Roboticus,USA,Stillwater
2370,IBOTS,USA,Rutland
2371,Eagle Pride,USA,Morris
2372,Robo-Hooters,USA,Elgin
2373,The Crickets,USA,Fort Cobb
2374,Jesuit Robotics,USA,Portland
2375,Dragon Robotics,USA,Phoenix
2376,RoboCOMETS,USA,Tulsa
2377,C Company,USA,Pasadena
2378,Team Mako 2378,USA,Taloga
2380,Jag Robotics,USA,Mesa
2381,The Ark,USA,Chicago
2382,Colbert Roboleopards,USA,Colbert
2383,Ninjineers,USA,Fort Lauderdale
2385,Obelisk Trio,USA,Tulsa
2386,Trojans,Canada,Burlington
2387,Alternative Robotics,USA,Columbus
2388,Pirate Robotics,USA,Sperry
2389,Oklahoma STORM,USA,Drumright
2390,Wildcats,USA,San Ramon
2391,Tiger Drive,USA,Broken Arrow
2392,Pagwire,USA,Columbus
2393,Robotichauns,USA,Knoxville
2394,Eagles,USA,Watonga
2395,OKC 4-H Robotics - Ninja Munkees,USA,Oklahoma City
2396,SeeHawks,USA,Yukon
2397,Cyborgs,USA,Phoenix
2398,Tech Walkers 2398,USA,Tahlequah
2399,The Fighting Unicorns,USA,Shaker Heights
2400,Wyoming!?,USA,Sheridan
2401,PATRIOTS,USA,MAYVILLE
2402,RoboJackets,USA,Fredericksburg
2403,Plasma Robotics,USA,Mesa
2404,Team NEY Techs (TNT),USA,Pasadena
2405,Techno Trojans,USA,Fruitport
2406,CowDogs,USA,Camp Verde
2407,Roaring Bears,USA,Leetonia
2408,Shrapnel Sergeants,USA,Hazelwood
2409,Da Bears,USA,New Bedford
2410,Blue Valley CAPS Metal Mustangs,USA,Overland Park
2411,Rebel Alliance,USA,Portland
2412,Robototes,USA,Bellevue
2413,Panthers,USA,Phoenix
2414,Spartans,USA,Phoenix
2415,WiredCats,USA,Atlanta
2417,RoboCougars,USA,Crewe
2418,tomahawks,USA,Minot
2419,Team MonRobot,USA,Brea
2420,RoboTitans,USA,Atlanta
2421,RTR Team Robotics,USA,Burke
2422,Bucket O' Bolts,USA,Davenport
2423,The KwarQs,USA,Watertown
2424,Robot Mafia,USA,Bixby
2425,Hydra,USA,Tampa
2427,Techno Beavers,Canada,Westmount
2428,Panthers,USA,Sewickley
2429,The Blockheads,USA,La Canada Flintridge
2430,CyberStorm,USA,Greenwood
2431,TechnoColts,USA,Detroit
2432,RoboSpartans,USA,Chicago
2433,Tech Tigers,USA,Chicago
2434,Blue Devils Gear Heads,USA,Hopewell
2435,Soldiers of Technology,USA,Lawton
2436,Bearacudas,USA,Noble
2437,Lancer Robotics,USA,Honolulu
2438,'Iobotics,USA,Honolulu
2439,Bearbotics,USA,Wailuku
2440,Saints,USA,Honolulu
2441,Spartechs,USA,Honolulu
2443,Blue Thunder,USA,Kahului
2444,Kamehameha RoboWarriors,USA,Honolulu
2445,RoboKAP,USA,Kapolei
2446,Pleasanton Slingshots,USA,Pleasanton
2447,Vikes,USA,Hanover
2448,SLT,Kingdom,London
2449,Out of Orbit Robotics,USA,Tempe
2450,Wind Chill,USA,Saint Paul
2451,PWNAGE,USA,Saint Charles
2453,Soaring Eagles,USA,Honolulu
2454,Rambotx,USA,Honolulu
2455,HRC 2455,USA,Honoka'a
2456,Team Recycle It!,USA,San Rafael
2457,The Law,USA,Lawson
2458,Team Chaos,USA,Gladstone
2459,Golden Hawks,USA,Waianae
2460,Na Paniolo,USA,Kapaau
2461,METAL-SKINS,USA,Oklahoma City
2462,Digi Bots,USA,CHICAGO
2463,The Siege ,USA,Lexington
2464,Trojans,USA,Pahrump
2465,KauaiBots,USA,Lihue
2466,Menehune Robots,USA,Waimea
2467,Sabertron,USA,Ewa Beach
2468,Team Appreciate,USA,Austin
2469,Idabots,USA,Idabel
2470,Team BJORG,USA,Bloomington
2471,Team Mean Machine,USA,Camas
2472,Centurions,USA,Circle Pines
2473,Goldstrikers,USA,Cupertino
2474,Excel,USA,Niles
2475,Caution!,USA,Kamuela
2476,The Limited,USA,Floral Park
2477,Marauder Rascals,USA,Waipahu
2478,Westwood Robotics,USA,Mesa
2479,Phoenix,USA,Minneapolis
2480,Iron Paws,USA,Minneapolis
2481,Roboteers,USA,Tremont
2483,Clawbotz,USA,Fayetteville
2484,Team Implosion,USA,Woods Cross
2485,Overclocked,USA,San Diego
2486,CocoNuts,USA,Flagstaff
2487,Mechanical Animals,USA,West Sayville
2488,Plasma Pumas,USA,Rochester
2489,The Insomniacs,USA,San Jose
2490,eagles,USA,chicago
2491,NoMythic,USA,Saint Paul
2493,Robokong,USA,Riverside
2495,Hive Mind,USA,Hamilton
2496,Tru Blu Patriots,USA,Irvine
2497,RoboNatick,USA,Natick
2498,BearBotics,USA,Minneapolis
2499,Industrial Revolution 2499,USA,Hibbing
2500,Herobotics,USA,Minneapolis
2501,Bionic Polars,USA,North St. Paul
2502,Talon Robotics,USA,Eden Prairie
2503,Warrior Robotics,USA,Brainerd
2504,The Governors,USA,Honolulu
2505,The Electric Sheep,Canada,Toronto
2506,Saber Robotics,USA,Franklin
2508,Armada,USA,Stillwater
2509,Tigerbots,USA,Hutchinson 
2510,anishinaabe,USA,Cloquet
2511,Cougars,USA,Lakeville
2512,Duluth East Daredevils,USA,Duluth
2513,T.E.R.T.O.L.A.,USA,Minneapolis
2514,3M MHS,USA,Mahtomedi
2515,MR.E,USA,Marshall
2517,Green Wrenches,USA,Vancouver
2518,Spartan Robotics,USA,Inver Grove Heights
2520,Robotics 9000,USA,Las Vegas
2521,SERT,USA,Eugene
2522,Royal Robotics,USA,Bothell
2523,Tech Storm,USA,Saint Johnsbury
2524,Roosevelt Rough Riders,USA,Yonkers
2525,The pHalcons,USA,Plymouth
2526,Crimson Robotics,USA,Osseo
2528,RoboDoves,USA,Baltimore
2529,Open Circuits,USA,Saint Paul
2530,Inconceivable,USA,Rochester
2531,RoboHawks,USA,Chaska
2532,FLASH Power,USA,Forest Lake
2533,Juarez Aztec Eagles,USA,Chicago
2534,Lumberjack Robotics,USA,Baltimore 
2535,TIGEARS,USA,Minneapolis
2536,Carver Bears,USA,Baltimore
2537,Space RAIDers,USA,Columbia
2538,The Plaid Pillagers,USA,Morris
2539,Krypton Cougars,USA,Palmyra
2540,SPARC,USA,Pontotoc
2542,Go4bots,USA,Gresham
2543,TitanBot,USA,Chula Vista
2544,HCRC,USA,Harborcreek
2545,Quantum Mechanics,USA,Minneapolis
2546,Electric Sheep,USA,Baltimore
2547,Redcat Robos,USA,Milwaukee
2549,Millerbots,USA,Minneapolis
2550,Skynet,USA,Oregon City
2551,Penguin Empire,USA,Novato
2553,Pirates,USA,Pearl
2554,The Warhawks,USA,Edison
2555,RoboRams,USA,Tacoma
2556,RadioActive Roaches,USA,Niceville
2557,SOTAbots,USA,Tacoma
2558,SciBot,USA,Harrisburg
2559,Normality Zero,USA,Harrisburg
2560,RoboDog,USA,Grandview
2561,St Paul East Side RobEASTs,USA,Saint Paul
2562,Robinson,USA,San Juan
2563,Toros,USA,Caguas
2564,Red Hawks,USA,San Juan
2565,Technovations,USA,Cupey
2566,Universitiers,USA,San Juan
2567,Miguel,USA,San Juan
2568,STORM,USA,Carolina
2569,Artist Engineers,USA,San Juan
2570,SHS,USA,Sahuarita
2571,Chief robot,USA,Haileyville
2572,governors,USA,Saint Paul
2573,Mustang,USA,Brooklyn
2574,RoboHuskie,USA,St. Anthony
2575,White Hurricane,Brazil,Santa Branca
2576,Chilean Heart,Chile,Santiago
2577,Pingry Robotics,USA,Basking Ridge
2579,LIC Robodogs,USA,Astoria
2580,Mecha-Knights,USA,New Orleans
2581,Bulldog Robotic Team,USA,Monroe
2582,PantherBots,USA,Lufkin
2583,Orange Dynamite,USA,Austin
2584,Flame of The West,USA,Calabasas
2585,Impact,USA,Bellaire
2586,Copper Bots,USA,Calumet
2587,DiscoBots,USA,Houston
2588,JAVA,USA,Pomona
2589,The Codebandits,USA,Byfield
2590,Nemesis,USA,Robbinsville
2591,RedTails,USA,Detroit
2592,Hawks,USA,Rio Rico
2593,Brobot,USA,Peabody
2594,Naskcorpions,USA,Nampa
2595,Illuminati,USA,Los Angeles
2596,Ferrous Bulldog Inovations ,USA,Jersey City
2597,Raider bots,USA,Houston
2598,Neofighters,USA,Hercules
2599,FULL THROTTLE,USA,CHULA VISTA
2600,Team Falcon,USA,Oak Ridge
2601,Steel Hawks,USA,Flushing
2602,Falcons,USA,Henderson
2603,Steel Stingers,USA,Medina
2604,Metal and Soul,USA,Capac
2605,Seamonsters,USA,Bellingham
2606,Irish Robotics,USA,Rosemount
2607,The Fighting RoboVikings,USA,Warminster
2608,MiGHT,USA,Farmington Hills
2609,Beaverworx,Canada,Guelph
2611,Jacktown Vectors,USA,Jackson
2612,The Corsairs,USA,Waterford
2613,Protobots,USA,Van Horn
2614,Mountaineer Area RoboticS (MARS),USA,Morgantown
2617,Robo Reds,USA,Lansing
2618,The Mad Hatters,USA,Pittsburgh
2619,The Charge,USA,Midland
2620,Titans,USA,Southgate
2621,Bucs,USA,Bedford
2622,Team 1,USA,San Diego
2623,lovenpeace,USA,Antioch
2624,BotCatz,Canada,Toronto
2625,ARC Robotics,Canada,Mississauga
2626,Evolution,Canada,Sherbrooke
2627,Techies,USA,Ann Arbor
2628,Pirates,USA,San Francisco
2629,Halcones,Mexico,QUERETARO
2630,Thunderbolts,Israel,Emek Hefer
2632,SteeleBots,USA,Amherst
2633,Pittsburg Pirates,USA,Pittsburg
2634,The Gryphons,Canada,North York
2635,Lake Monsters,USA,Lake Oswego
2637,Phantom Catz,USA,Rolling Hills Estates
2638,Rebel Robotics,USA,Great Neck
2640,HOTBOTZ,USA,Reidsville
2641,Pittsburgh Central Catholic Robotics,USA,Pittsburgh
2642,Pitt Pirates,USA,Greenville
2643,Dark Matter,USA,San Jose
2644,Trojans,USA,Pittsburgh
2645,PowerSurge,USA,Muskegon
2647,Cyborg Mustangs,USA,Phoenix
2648,Infinite Loop,USA,Oakland
2649,Meyer Robotics,Brazil,Porto Alegre
2650,ELAHLYA,Israel,Om- Elfahem
2652,Highlander Engineering and Technology,USA,El Paso
2653,Master Robotics,Brazil,Aracaju
2654,Polar Rams,USA,Roseau
2655,The Flying Platypi,USA,Greensboro
2656,Quasics,USA,Monroeville
2657,Team Thundercats,USA,Deming
2658,Σ-Motion,USA,San Diego
2659,RoboWarriors,USA,Mission Hills
2660,Pengbots,USA,Tulalip
2661,Trailblazers,USA,Chatsworth
2662,RoboKrew,USA,Tolleson
2663,The Foothillers,USA,El Cajon
2664,Lobos,USA,Houston
2665,CougarBots,USA,Dayton
2667,Knights of the Valley,USA,Apple Valley
2668,North Montco Vortex,USA,Lansdale
2669,KY Bots,Israel,Kiryat Yam
2670,Absent Algorithms,Canada,Toronto
2672,Osfia,Israel,Osfia
2673,Tenacious Technicians,USA,Detroit
2674,Nilton Lins,Brazil,Manaus
2675,ABCTech,Brazil,Canoas
2676,Ecorse Robo Raiders,USA,Ecorse
2678,Brauder,Israel,Jerusalem
2679,Atlantis,Israel,Jerusalem
2680,Vex Minas,Brazil,Minas do Leão
2681,Lady G-House Pirates,USA,Brooklyn
2682,Boneyard Robotics 2682,USA,Greenville
2685,Team Haven,USA,Byfield
2686,The Memphis MechWarriors,USA,Memphis
2687,Team Apprentice,USA,Austin
2688,'Iolani Robotics,USA,Honolulu
2689,Team Alpha,USA,Austin
2702,Rebels,Canada,Waterloo
2703,fire fox,Israel,ben shemen y.v.
2704,Roaring Robotics,USA,Naperville
2705,WE ROBOT,USA,Eden Prairie
2706,Merge Robotics,Canada,Ottawa
2707,Viking Robotics,USA,Saint Louis
2708,Lake Effect Robotics,Canada,Kingston
2709,Iron Wolves,USA,Chicago
2710,JetStream,USA,Palos Verdes Peninsula
2711,Centaurus Robotics,USA,Lafayette
2712,Power Surge 4-H Robotics,USA,Waterbury
2713,Red Hawk Robotics,USA,Melrose
2714,♨️ BBQ ♨️,USA,Dallas
2716,Ranger Force,USA,Spencerport
2718,Team OKC e'possums (Σ 1/n! x 10³),USA,Oklahoma City
2719,Ketronix Robotix,USA,Monroe
2720,Red Watch Robotics,USA,Medford
2721,Fang,USA,Lasara
2722,Charge Robotics,USA,Marlton
2723,Team Rocket,USA,Oklahoma City
2724,Avalanche Robotics,USA,Charlotte
2725,Ice Princesses,USA,Chicago
2726,Red Pebble Rebels,USA,Salt Lake City
2728,♨️ TACO ♨️,USA,Carrollton
2729,Storm Robotics Team,USA,Marlton
2733,Pigmice,USA,Portland
2735,RoBobcats,USA,Fruitvale
2737,Wizards,USA,Houston
2739,Bucket of Bolts,USA,Gilberts
2741,Method 2 Madness,USA,Batavia
2743,Berkner Rambots ,USA,Richardson
2745,Incognito,USA,San Antonio
2747,Turner Lions,USA,Carrollton
2749,The 7th Direction,USA,Connersville
2751,SPARK Robotics,USA,Pendleton
2753,Team Overdrive,USA,Bridgewater
2757,B.A.D. (Built And Dangerous!),USA,Longwood
2759,Roboneers,USA,Stillwater
2761,IronHorse Robotics,USA,Fresno
2763,Tigers,USA,Sterling
2765,Radioactive Robotics,USA,Norman
2767,Stryke Force,USA,Kalamazoo
2769,ROBOTS IN MOTION,USA,Chicago
2771,Code Red Robotics the Stray Dogs,USA,Grandville
2773,IronDogz,USA,Edmond
2775,Jackson Area Robotics,USA,Jackson
2777,Blackwell Resistance,USA,Blackwell
2779,CH1RP,USA,Claremore
2781,RoboPRIDE,USA,Burbank
2783,Engineers of Tomorrow,USA,La Grange
2785,Prometheus,USA,Kent
2787,Team Chaos,USA,Corpus Christi
2789,TEXPLOSION,USA,Manor
2791,Shaker Robotics,USA,Latham
2793,Sabercats,USA,Moore
2795,Ohm's Claw,USA,Broken Arrow
2797,Knight & Nerdy,USA,Clermont
2799,The Teslas,USA,Kansas City
2803,Firebirds,USA,Chicago
2805,Ghost in the Machine,USA,Waxahachie
2809,K-Botics,Canada,Kingston
2811,StormBots,USA,Vancouver
2813,Gear Heads,USA,Saratoga
2815,Blue Devil Mechanics,USA,Columbia
2817,Bluff City Bots,USA,Memphis
2819,Team Dynamite,USA,Oxon Hill
2821,TASER,USA,Preston
2823,The Automatons,USA,Saint Paul
2825,Roc Robotics,USA,Saint Paul
2826,Wave Robotics,USA,Oshkosh
2827,The Tiki Bots,USA,Coronado
2829,Knights of Sir MacHinery,USA,Norman
2830,Riverside RoboTigers,USA,Milwaukee
2831,Warriors,USA,Chicago
2832,The Livonia Warriors,USA,Livonia
2833,Roboscorpions,USA,Brownsville
2834,Bionic Black Hawks,USA,Bloomfield Hills
2835,Shazbotz,USA,Youngstown
2836,Team Beta,USA,Woodbury
2837,Freebirds,USA,Gilbert
2838,Eaglebots,USA,Chesterfield
2839,Daedalus,USA,Escondido
2840,PCDS Blue Tide,USA,Paradise Valley
2841,NECHS,USA,El Paso
2842,Mustangs,USA,Bokchito
2843,Metal Heads,USA,El Paso
2844,Stampede Robotics,USA,Laveen
2845,O'Botics,USA,Osseo
2846,FireBears,USA,Roseville
2847,The MegaHertz,USA,Fairmont
2848,Rangers,USA,Dallas
2849,Ursa Major,USA,Columbia
2850,Cyberwolves,USA,Coeur d'Alene
2851,Crevolution,USA,Sterling Heights
2852,DM High Voltage,Canada,St Catharines
2853,Hot Spot Robotics,USA,Mililani
